Time,Lat,Long,Bearing,Distance,BearingError,DistanceError,,,,
2019-06-10T00:00:41,50.827835,-1.294042,1.49558975,4771.323803,1,5674.43,,,,
2019-06-10T00:00:42,50.827851,-1.294042,1.506096958,4773.833151,2,5697.12,,,,
2019-06-10T00:00:43,50.827866,-1.294042,1.516593529,4776.343352,3,5719.91,,,,
2019-06-10T00:00:44,50.827882,-1.294042,1.527079477,4778.854406,0,5731.35,,,,
2019-06-10T00:00:45,50.827898,-1.294042,1.537554817,4781.366309,0,5754.28,,,,
2019-06-10T00:00:46,50.827914,-1.294042,1.548019566,4783.87906,0,5748.52,,,,
2019-06-10T00:00:47,50.827929,-1.294042,1.558473737,4786.392659,0,5754.27,,,,
2019-06-10T00:00:48,50.827945,-1.294042,1.568917346,4788.907105,0,5737.01,,,,
2019-06-10T00:00:49,50.827961,-1.294042,1.579350408,4791.422393,0,5737.01,,,,
2019-06-10T00:00:50,50.827976,-1.294042,1.589772938,4793.938525,0,5708.32,,,,
2019-06-10T00:00:51,50.827992,-1.294042,1.600184951,4796.4555,1,5714.03,,,,
2019-06-10T00:00:52,50.828008,-1.294042,1.610586462,4798.973314,1,5708.32,,,,
2019-06-10T00:00:53,50.828024,-1.294042,1.620977485,4801.491967,0,5685.48,,,,
2019-06-10T00:00:54,50.828039,-1.294042,1.631358035,4804.011461,0,5696.85,,,,
2019-06-10T00:00:55,50.828055,-1.294042,1.641728128,4806.531789,1,5719.64,,,,
2019-06-10T00:00:56,50.828071,-1.294042,1.652087778,4809.052953,0,5719.64,,,,
2019-06-10T00:00:57,50.828087,-1.294042,1.662437,4811.574951,1,5708.20,,,,
2019-06-10T00:00:58,50.828102,-1.294042,1.672775808,4814.097782,0,5731.04,,,,
2019-06-10T00:00:59,50.828118,-1.294042,1.683104218,4816.621444,0,5753.96,,,,
2019-06-10T00:01:00,50.828134,-1.294042,1.693422244,4819.145936,0,5748.21,,,,
2019-06-10T00:01:01,50.828149,-1.294042,1.703729901,4821.671255,0,5730.96,,,,
2019-06-10T00:01:02,50.828165,-1.294042,1.714027203,4824.197404,0,5713.77,,,,
2019-06-10T00:01:03,50.828181,-1.294042,1.724314165,4826.724378,0,5725.20,,,,
2019-06-10T00:01:04,50.828197,-1.294042,1.734590802,4829.252178,1,5742.37,,,,
2019-06-10T00:01:05,50.828212,-1.294042,1.744857128,4831.780801,2,5753.86,,,,
2019-06-10T00:01:06,50.828228,-1.294042,1.755113158,4834.310246,2,5730.84,,,,
2019-06-10T00:01:07,50.828244,-1.294042,1.765358906,4836.840512,0,5702.19,,,,
2019-06-10T00:01:08,50.828260,-1.294042,1.775594387,4839.371597,1,5690.78,,,,
2019-06-10T00:01:09,50.828275,-1.294042,1.785819616,4841.9035,2,5690.78,,,,
2019-06-10T00:01:10,50.828291,-1.294042,1.796034606,4844.436221,1,5690.78,,,,
2019-06-10T00:01:11,50.828307,-1.294042,1.806239372,4846.969757,1,5662.33,,,,
2019-06-10T00:01:12,50.828322,-1.294042,1.816433929,4849.504108,1,5662.33,,,,
2019-06-10T00:01:13,50.828338,-1.294042,1.826618291,4852.039273,1,5634.02,,,,
2019-06-10T00:01:14,50.828354,-1.294042,1.836792472,4854.575252,1,5634.02,,,,
2019-06-10T00:01:15,50.828370,-1.294042,1.846956486,4857.112038,0,5628.38,,,,
2019-06-10T00:01:16,50.828385,-1.294042,1.857110349,4859.649635,1,5605.87,,,,
2019-06-10T00:01:17,50.828401,-1.294042,1.867254073,4862.18804,0,5605.87,,,,
2019-06-10T00:01:18,50.828417,-1.294042,1.877387674,4864.727252,1,5583.45,,,,
2019-06-10T00:01:19,50.828433,-1.294042,1.887511166,4867.267269,1,5594.61,,,,
2019-06-10T00:01:20,50.828448,-1.294042,1.897624562,4869.808092,2,5594.61,,,,
2019-06-10T00:01:21,50.828464,-1.294042,1.907727878,4872.349717,3,5577.83,,,,
2019-06-10T00:01:22,50.828480,-1.294042,1.917821126,4874.892143,0,5555.52,,,,
2019-06-10T00:01:23,50.828495,-1.294042,1.927904322,4877.435371,0,5561.07,,,,
2019-06-10T00:01:24,50.828511,-1.294042,1.937977479,4879.979397,0,5538.83,,,,
2019-06-10T00:01:25,50.828527,-1.294042,1.948040611,4882.524223,0,5560.98,,,,
2019-06-10T00:01:26,50.828543,-1.294042,1.958093733,4885.069846,0,5538.74,,,,
2019-06-10T00:01:27,50.828558,-1.294042,1.968136858,4887.616262,1,5538.74,,,,
2019-06-10T00:01:28,50.828574,-1.294042,1.978170001,4890.163475,0,5516.59,,,,
2019-06-10T00:01:29,50.828590,-1.294042,1.988193175,4892.71148,1,5527.62,,,,
2019-06-10T00:01:30,50.828606,-1.294042,1.998206394,4895.260276,1,5499.98,,,,
2019-06-10T00:01:31,50.828621,-1.294042,2.008209673,4897.809863,2,5510.98,,,,
2019-06-10T00:01:32,50.828637,-1.294042,2.018203025,4900.36024,3,5499.96,,,,
2019-06-10T00:01:33,50.828653,-1.294042,2.028186463,4902.911406,4,5505.46,,,,
2019-06-10T00:01:34,50.828669,-1.294042,2.038160003,4905.463359,1,5527.48,,,,
2019-06-10T00:01:35,50.828684,-1.294042,2.048123657,4908.016096,1,5505.37,,,,
2019-06-10T00:01:36,50.828700,-1.294042,2.05807744,4910.569619,0,5510.88,,,,
2019-06-10T00:01:37,50.828716,-1.294042,2.068021365,4913.123925,0,5505.36,,,,
2019-06-10T00:01:38,50.828731,-1.294042,2.077955447,4915.679013,0,5516.38,,,,
2019-06-10T00:01:39,50.828747,-1.294042,2.087879697,4918.234881,1,5516.38,,,,
2019-06-10T00:01:40,50.828763,-1.294042,2.097794132,4920.791529,2,5499.83,,,,
2019-06-10T00:01:41,50.828779,-1.294042,2.107698763,4923.348957,0,5494.33,,,,
2019-06-10T00:01:42,50.828794,-1.294042,2.117593605,4925.907161,1,5483.34,,,,
2019-06-10T00:01:43,50.828810,-1.294042,2.127478672,4928.46614,2,5499.79,,,,
2019-06-10T00:01:44,50.828826,-1.294042,2.137353976,4931.025895,1,5521.79,,,,
2019-06-10T00:01:45,50.828842,-1.294042,2.147219532,4933.586424,2,5505.22,,,,
2019-06-10T00:01:46,50.828857,-1.294042,2.157075353,4936.147725,0,5516.23,,,,
2019-06-10T00:01:47,50.828873,-1.294042,2.166921453,4938.709796,0,5510.72,,,,
2019-06-10T00:01:48,50.828889,-1.294042,2.176757845,4941.272638,0,5494.18,,,,
2019-06-10T00:01:49,50.828904,-1.294042,2.186584543,4943.836248,1,5483.20,,,,
2019-06-10T00:01:50,50.828920,-1.294042,2.196401559,4946.400627,1,5455.78,,,,
2019-06-10T00:01:51,50.828936,-1.294042,2.206208908,4948.965771,0,5433.96,,,,
2019-06-10T00:01:52,50.828952,-1.294042,2.216006603,4951.531681,0,5417.65,,,,
2019-06-10T00:01:53,50.828967,-1.294042,2.225794658,4954.098354,1,5395.98,,,,
2019-06-10T00:01:54,50.828983,-1.294042,2.235573085,4956.665792,1,5369.00,,,,
2019-06-10T00:01:55,50.828999,-1.294042,2.245341898,4959.233988,2,5369.00,,,,
2019-06-10T00:01:56,50.829015,-1.294042,2.255101111,4961.802947,3,5358.27,,,,
2019-06-10T00:01:57,50.829030,-1.294042,2.264850736,4964.372665,1,5374.34,,,,
2019-06-10T00:01:58,50.829046,-1.294042,2.274590787,4966.94314,2,5352.84,,,,
2019-06-10T00:01:59,50.829062,-1.294042,2.284321277,4969.514373,2,5347.49,,,,
2019-06-10T00:02:00,50.829077,-1.294042,2.29404222,4972.086363,2,5320.75,,,,
2019-06-10T00:02:01,50.829093,-1.294042,2.303753628,4974.659106,3,5320.75,,,,
2019-06-10T00:02:02,50.829109,-1.294042,2.313455515,4977.232602,3,5315.43,,,,
2019-06-10T00:02:03,50.829125,-1.294042,2.323147894,4979.806852,3,5320.75,,,,
2019-06-10T00:02:04,50.829140,-1.294042,2.332830777,4982.38185,0,5331.39,,,,
2019-06-10T00:02:05,50.829156,-1.294042,2.34250418,4984.9576,0,5320.73,,,,
2019-06-10T00:02:06,50.829172,-1.294042,2.352168113,4987.534098,0,5320.73,,,,
2019-06-10T00:02:07,50.829188,-1.294042,2.361822591,4990.111345,1,5336.69,,,,
2019-06-10T00:02:08,50.829203,-1.294042,2.371467626,4992.689336,2,5358.04,,,,
2019-06-10T00:02:09,50.829219,-1.294042,2.381103231,4995.268074,3,5336.60,,,,
2019-06-10T00:02:10,50.829235,-1.294042,2.39072942,4997.847555,4,5309.92,,,,
2019-06-10T00:02:11,50.829250,-1.294042,2.400346205,5000.427781,1,5293.99,,,,
2019-06-10T00:02:12,50.829266,-1.294042,2.409953599,5003.008748,1,5278.11,,,,
2019-06-10T00:02:13,50.829282,-1.294042,2.419551616,5005.590454,2,5299.22,,,,
2019-06-10T00:02:14,50.829298,-1.294042,2.429140268,5008.172901,3,5315.12,,,,
2019-06-10T00:02:15,50.829313,-1.294042,2.438719568,5010.756085,2,5331.06,,,,
2019-06-10T00:02:16,50.829329,-1.294042,2.448289528,5013.340008,0,5331.06,,,,
2019-06-10T00:02:17,50.829345,-1.294042,2.457850163,5015.924666,0,5331.06,,,,
2019-06-10T00:02:18,50.829361,-1.294042,2.467401483,5018.510059,0,5336.39,,,,
2019-06-10T00:02:19,50.829376,-1.294042,2.476943504,5021.096187,1,5341.73,,,,
2019-06-10T00:02:20,50.829392,-1.294042,2.486476236,5023.683046,1,5331.05,,,,
2019-06-10T00:02:21,50.829408,-1.294042,2.495999693,5026.270637,0,5304.39,,,,
2019-06-10T00:02:22,50.829424,-1.294042,2.505513888,5028.858958,0,5320.31,,,,
2019-06-10T00:02:23,50.829439,-1.294042,2.515018833,5031.448009,1,5341.59,,,,
2019-06-10T00:02:24,50.829455,-1.294042,2.52451454,5034.037787,2,5314.88,,,,
2019-06-10T00:02:25,50.829471,-1.294042,2.534001024,5036.628295,1,5288.30,,,,
2019-06-10T00:02:26,50.829486,-1.294042,2.543478296,5039.219526,2,5304.17,,,,
2019-06-10T00:02:27,50.829502,-1.294042,2.552946368,5041.811484,1,5298.87,,,,
2019-06-10T00:02:28,50.829518,-1.294042,2.562405254,5044.404164,0,5282.97,,,,
2019-06-10T00:02:29,50.829534,-1.294042,2.571854966,5046.997566,1,5261.84,,,,
2019-06-10T00:02:30,50.829549,-1.294042,2.581295517,5049.59169,2,5235.53,,,,
2019-06-10T00:02:31,50.829565,-1.294042,2.590726919,5052.186535,3,5240.76,,,,
2019-06-10T00:02:32,50.829581,-1.294042,2.600149184,5054.782099,2,5246.00,,,,
2019-06-10T00:02:33,50.829597,-1.294042,2.609562325,5057.378381,2,5251.25,,,,
2019-06-10T00:02:34,50.829612,-1.294042,2.618966355,5059.975379,1,5251.25,,,,
2019-06-10T00:02:35,50.829628,-1.294042,2.628361286,5062.573096,1,5261.75,,,,
2019-06-10T00:02:36,50.829644,-1.294042,2.637747131,5065.171525,0,5272.28,,,,
2019-06-10T00:02:37,50.829659,-1.294042,2.647123901,5067.770668,1,5267.00,,,,
2019-06-10T00:02:38,50.829675,-1.294042,2.65649161,5070.370523,2,5251.20,,,,
2019-06-10T00:02:39,50.829691,-1.294042,2.665850269,5072.971091,2,5235.45,,,,
2019-06-10T00:02:40,50.829707,-1.294042,2.67519989,5075.57237,1,5251.16,,,,
2019-06-10T00:02:41,50.829722,-1.294042,2.684540487,5078.174355,2,5235.40,,,,
2019-06-10T00:02:42,50.829738,-1.294042,2.693872072,5080.777051,3,5256.34,,,,
2019-06-10T00:02:43,50.829754,-1.294042,2.703194656,5083.380455,0,5230.06,,,,
2019-06-10T00:02:44,50.829770,-1.294042,2.712508253,5085.984563,0,5203.91,,,,
2019-06-10T00:02:45,50.829785,-1.294042,2.721812873,5088.589377,1,5203.91,,,,
2019-06-10T00:02:46,50.829801,-1.294042,2.73110853,5091.194894,0,5209.12,,,,
2019-06-10T00:02:47,50.829817,-1.294042,2.740395236,5093.801115,1,5188.28,,,,
2019-06-10T00:02:48,50.829832,-1.294042,2.749673002,5096.408037,0,5183.09,,,,
2019-06-10T00:02:49,50.829848,-1.294042,2.758941842,5099.015659,0,5157.18,,,,
2019-06-10T00:02:50,50.829864,-1.294042,2.768201766,5101.623981,0,5172.65,,,,
2019-06-10T00:02:51,50.829880,-1.294042,2.777452788,5104.233001,0,5167.47,,,,
2019-06-10T00:02:52,50.829895,-1.294042,2.786694919,5106.84272,0,5182.98,,,,
2019-06-10T00:02:53,50.829911,-1.294042,2.795928171,5109.453135,0,5157.06,,,,
2019-06-10T00:02:54,50.829927,-1.294042,2.805152556,5112.064244,0,5141.59,,,,
2019-06-10T00:02:55,50.829943,-1.294042,2.814368087,5114.67605,1,5146.73,,,,
2019-06-10T00:02:56,50.829958,-1.294042,2.823574775,5117.288545,0,5162.17,,,,
2019-06-10T00:02:57,50.829974,-1.294042,2.832772633,5119.901735,1,5177.66,,,,
2019-06-10T00:02:58,50.829990,-1.294042,2.841961672,5122.515615,2,5198.37,,,,
2019-06-10T00:02:59,50.830005,-1.294042,2.851141904,5125.130185,0,5198.37,,,,
2019-06-10T00:03:00,50.830021,-1.294042,2.860313341,5127.745444,1,5203.57,,,,
2019-06-10T00:03:01,50.830037,-1.294042,2.869475995,5130.361391,1,5187.96,,,,
2019-06-10T00:03:02,50.830053,-1.294042,2.878629878,5132.978026,2,5187.96,,,,
2019-06-10T00:03:03,50.830068,-1.294042,2.887775002,5135.595345,3,5177.58,,,,
2019-06-10T00:03:04,50.830084,-1.294042,2.896911379,5138.213351,4,5182.76,,,,
2019-06-10T00:03:05,50.830100,-1.294042,2.90603902,5140.832037,5,5193.12,,,,
2019-06-10T00:03:06,50.830116,-1.294042,2.915157937,5143.451408,3,5213.90,,,,
2019-06-10T00:03:07,50.830131,-1.294042,2.924268142,5146.07146,3,5234.75,,,,
2019-06-10T00:03:08,50.830147,-1.294042,2.933369647,5148.692193,1,5245.22,,,,
2019-06-10T00:03:09,50.830163,-1.294042,2.942462464,5151.313606,0,5245.22,,,,
2019-06-10T00:03:10,50.830178,-1.294042,2.951546603,5153.935697,0,5255.71,,,,
2019-06-10T00:03:11,50.830194,-1.294042,2.960622078,5156.558465,0,5266.22,,,,
2019-06-10T00:03:12,50.830210,-1.294042,2.969688899,5159.181909,0,5266.22,,,,
2019-06-10T00:03:13,50.830226,-1.294042,2.978747078,5161.806029,1,5250.43,,,,
2019-06-10T00:03:14,50.830241,-1.294042,2.987796627,5164.430824,0,5266.18,,,,
2019-06-10T00:03:15,50.830257,-1.294042,2.996837557,5167.056292,1,5239.85,,,,
2019-06-10T00:03:16,50.830273,-1.294042,3.005869881,5169.682432,2,5234.61,,,,
2019-06-10T00:03:17,50.830289,-1.294042,3.014893609,5172.309243,1,5234.61,,,,
2019-06-10T00:03:18,50.830304,-1.294042,3.023908753,5174.936723,0,5229.37,,,,
2019-06-10T00:03:19,50.830320,-1.294042,3.032915325,5177.564874,1,5250.29,,,,
2019-06-10T00:03:20,50.830336,-1.294042,3.041913336,5180.193694,0,5229.29,,,,
2019-06-10T00:03:21,50.830352,-1.294042,3.050902798,5182.823179,0,5213.60,,,,
2019-06-10T00:03:22,50.830367,-1.294042,3.059883722,5185.453332,1,5224.03,,,,
2019-06-10T00:03:23,50.830383,-1.294042,3.06885612,5188.084148,0,5218.80,,,,
2019-06-10T00:03:24,50.830399,-1.294042,3.077820003,5190.715631,0,5234.46,,,,
2019-06-10T00:03:25,50.830414,-1.294042,3.086775382,5193.347775,0,5234.46,,,,
2019-06-10T00:03:26,50.830430,-1.294042,3.095722269,5195.980581,0,5213.52,,,,
2019-06-10T00:03:27,50.830446,-1.294042,3.104660675,5198.614049,1,5192.67,,,,
2019-06-10T00:03:28,50.830462,-1.294042,3.113590612,5201.248178,1,5213.44,,,,
2019-06-10T00:03:29,50.830477,-1.294042,3.122512091,5203.882964,1,5213.44,,,,
2019-06-10T00:03:30,50.830493,-1.294042,3.131425124,5206.518409,0,5218.65,,,,
2019-06-10T00:03:31,50.830509,-1.294042,3.14032972,5209.154511,0,5203.00,,,,
2019-06-10T00:03:32,50.830525,-1.294042,3.149225893,5211.79127,0,5223.81,,,,
2019-06-10T00:03:33,50.830540,-1.294042,3.158113653,5214.428683,1,5244.70,,,,
2019-06-10T00:03:34,50.830556,-1.294042,3.166993011,5217.066751,1,5234.21,,,,
2019-06-10T00:03:35,50.830572,-1.294042,3.175863979,5219.705472,2,5234.21,,,,
2019-06-10T00:03:36,50.830587,-1.294042,3.184726567,5222.344843,3,5239.45,,,,
2019-06-10T00:03:37,50.830603,-1.294042,3.193580787,5224.984869,4,5249.93,,,,
2019-06-10T00:03:38,50.830619,-1.294042,3.202426651,5227.625543,4,5260.43,,,,
2019-06-10T00:03:39,50.830635,-1.294042,3.211264169,5230.266867,3,5281.47,,,,
2019-06-10T00:03:40,50.830650,-1.294042,3.220093352,5232.908837,1,5270.90,,,,
2019-06-10T00:03:41,50.830666,-1.294042,3.228914212,5235.551456,2,5255.09,,,,
2019-06-10T00:03:42,50.830682,-1.294042,3.237726759,5238.194722,0,5228.82,,,,
2019-06-10T00:03:43,50.830698,-1.294042,3.246531005,5240.838631,0,5244.50,,,,
2019-06-10T00:03:44,50.830713,-1.294042,3.255326961,5243.483186,1,5228.77,,,,
2019-06-10T00:03:45,50.830729,-1.294042,3.264114637,5246.128383,2,5223.54,,,,
2019-06-10T00:03:46,50.830745,-1.294042,3.272894045,5248.774222,0,5202.65,,,,
2019-06-10T00:03:47,50.830760,-1.294042,3.281665196,5251.420705,1,5187.04,,,,
2019-06-10T00:03:48,50.830776,-1.294042,3.290428101,5254.067825,1,5166.29,,,,
2019-06-10T00:03:49,50.830792,-1.294042,3.299182771,5256.715588,1,5140.46,,,,
2019-06-10T00:03:50,50.830808,-1.294042,3.307929216,5259.363988,0,5114.76,,,,
2019-06-10T00:03:51,50.830823,-1.294042,3.316667447,5262.013024,1,5109.64,,,,
2019-06-10T00:03:52,50.830839,-1.294042,3.325397477,5264.662698,0,5119.86,,,,
2019-06-10T00:03:53,50.830855,-1.294042,3.334119314,5267.313007,1,5119.86,,,,
2019-06-10T00:03:54,50.830871,-1.294042,3.342832971,5269.963951,1,5135.22,,,,
2019-06-10T00:03:55,50.830886,-1.294042,3.351538458,5272.615528,0,5119.82,,,,
2019-06-10T00:03:56,50.830902,-1.294042,3.360235785,5275.267739,0,5109.58,,,,
2019-06-10T00:03:57,50.830918,-1.294042,3.368924965,5277.92058,1,5124.90,,,,
2019-06-10T00:03:58,50.830933,-1.294042,3.377606006,5280.574052,2,5124.90,,,,
2019-06-10T00:03:59,50.830949,-1.294042,3.386278922,5283.228155,1,5109.53,,,,
2019-06-10T00:04:00,50.830965,-1.294042,3.394943721,5285.882886,0,5119.75,,,,
2019-06-10T00:04:01,50.830981,-1.294042,3.403600415,5288.538246,1,5114.63,,,,
2019-06-10T00:04:02,50.830996,-1.294042,3.412249014,5291.194232,0,5129.97,,,,
2019-06-10T00:04:03,50.831012,-1.294042,3.42088953,5293.850846,0,5135.10,,,,
2019-06-10T00:04:04,50.831028,-1.294042,3.429521972,5296.508082,0,5150.51,,,,
2019-06-10T00:04:05,50.831044,-1.294042,3.438146352,5299.165943,1,5165.96,,,,
2019-06-10T00:04:06,50.831059,-1.294042,3.446762681,5301.824427,0,5165.96,,,,
2019-06-10T00:04:07,50.831075,-1.294042,3.455370968,5304.483535,1,5140.13,,,,
2019-06-10T00:04:08,50.831091,-1.294042,3.463971224,5307.143263,0,5160.69,,,,
2019-06-10T00:04:09,50.831106,-1.294042,3.472563461,5309.803611,1,5165.85,,,,
2019-06-10T00:04:10,50.831122,-1.294042,3.481147688,5312.46458,2,5150.35,,,,
2019-06-10T00:04:11,50.831138,-1.294042,3.489723916,5315.126167,2,5160.65,,,,
2019-06-10T00:04:12,50.831154,-1.294042,3.498292156,5317.788371,0,5145.17,,,,
2019-06-10T00:04:13,50.831169,-1.294042,3.506852418,5320.451192,0,5119.45,,,,
2019-06-10T00:04:14,50.831185,-1.294042,3.515404713,5323.114629,1,5098.97,,,,
2019-06-10T00:04:15,50.831201,-1.294042,3.523949051,5325.778681,0,5098.97,,,,
2019-06-10T00:04:16,50.831217,-1.294042,3.532485443,5328.443347,1,5078.57,,,,
2019-06-10T00:04:17,50.831232,-1.294042,3.541013899,5331.108625,1,5063.34,,,,
2019-06-10T00:04:18,50.831248,-1.294042,3.54953443,5333.774516,1,5038.02,,,,
2019-06-10T00:04:19,50.831264,-1.294042,3.558047046,5336.441018,1,5012.83,,,,
2019-06-10T00:04:20,50.831280,-1.294042,3.566551757,5339.10813,0,5027.87,,,,
2019-06-10T00:04:21,50.831295,-1.294042,3.575048573,5341.775851,0,5022.84,,,,
2019-06-10T00:04:22,50.831311,-1.294042,3.583537506,5344.444181,1,5017.82,,,,
2019-06-10T00:04:23,50.831327,-1.294042,3.592018566,5347.113118,1,5017.82,,,,
2019-06-10T00:04:24,50.831342,-1.294042,3.600491762,5349.782661,2,5017.82,,,,
2019-06-10T00:04:25,50.831358,-1.294042,3.608957105,5352.452812,2,5012.80,,,,
2019-06-10T00:04:26,50.831374,-1.294042,3.617414606,5355.123566,1,5002.77,,,,
2019-06-10T00:04:27,50.831390,-1.294042,3.625864275,5357.794925,2,5002.77,,,,
2019-06-10T00:04:28,50.831405,-1.294042,3.634306121,5360.466885,1,4977.76,,,,
2019-06-10T00:04:29,50.831421,-1.294042,3.642740156,5363.139449,2,4977.76,,,,
2019-06-10T00:04:30,50.831437,-1.294042,3.651166389,5365.812613,0,4967.81,,,,
2019-06-10T00:04:31,50.831453,-1.294042,3.659584831,5368.486378,1,4957.87,,,,
2019-06-10T00:04:32,50.831468,-1.294042,3.667995492,5371.160742,0,4947.95,,,,
2019-06-10T00:04:33,50.831484,-1.294042,3.676398381,5373.835704,1,4957.85,,,,
2019-06-10T00:04:34,50.831500,-1.294042,3.68479351,5376.511264,2,4972.72,,,,
2019-06-10T00:04:35,50.831515,-1.294042,3.693180889,5379.187422,0,4947.86,,,,
2019-06-10T00:04:36,50.831531,-1.294042,3.701560526,5381.864174,1,4962.70,,,,
2019-06-10T00:04:37,50.831547,-1.294042,3.709932434,5384.541522,0,4947.82,,,,
2019-06-10T00:04:38,50.831563,-1.294042,3.718296621,5387.219464,1,4947.82,,,,
2019-06-10T00:04:39,50.831578,-1.294042,3.726653097,5389.897998,2,4967.61,,,,
2019-06-10T00:04:40,50.831594,-1.294042,3.735001874,5392.577125,0,4952.70,,,,
2019-06-10T00:04:41,50.831610,-1.294042,3.74334296,5395.256843,0,4957.66,,,,
2019-06-10T00:04:42,50.831626,-1.294042,3.751676366,5397.937152,1,4977.49,,,,
2019-06-10T00:04:43,50.831641,-1.294042,3.760002102,5400.618051,1,4972.51,,,,
2019-06-10T00:04:44,50.831657,-1.294042,3.768320178,5403.299537,1,4957.59,,,,
2019-06-10T00:04:45,50.831673,-1.294042,3.776630604,5405.981612,2,4932.80,,,,
2019-06-10T00:04:46,50.831688,-1.294042,3.784933389,5408.664275,1,4947.60,,,,
2019-06-10T00:04:47,50.831704,-1.294042,3.793228544,5411.347522,2,4952.55,,,,
2019-06-10T00:04:48,50.831720,-1.294042,3.801516079,5414.031355,1,4947.60,,,,
2019-06-10T00:04:49,50.831736,-1.294042,3.809796004,5416.715774,0,4967.39,,,,
2019-06-10T00:04:50,50.831751,-1.294042,3.818068328,5419.400775,1,4967.39,,,,
2019-06-10T00:04:51,50.831767,-1.294042,3.826333061,5422.086358,1,4942.55,,,,
2019-06-10T00:04:52,50.831783,-1.294042,3.834590213,5424.772525,1,4927.72,,,,
2019-06-10T00:04:53,50.831799,-1.294042,3.842839795,5427.45927,1,4937.58,,,,
2019-06-10T00:04:54,50.831814,-1.294042,3.851081815,5430.146597,1,4927.70,,,,
2019-06-10T00:04:55,50.831830,-1.294042,3.859316284,5432.834503,1,4942.49,,,,
