Time,Lat,Long,Bearing,Distance,BearingError,DistanceError
2019-06-10T00:00:56,50.688151,-1.865341,315.3020022,7342.483004,0,9098.64
2019-06-10T00:00:57,50.688107,-1.865294,315.2640726,7341.656723,1,9089.54
2019-06-10T00:00:58,50.688062,-1.865247,315.2260923,7340.832892,0,9116.81
2019-06-10T00:00:59,50.688018,-1.865201,315.1880613,7340.011512,0,9080.35
2019-06-10T00:01:00,50.687973,-1.865154,315.1499795,7339.192587,1,9053.1
2019-06-10T00:01:01,50.687929,-1.865107,315.1118468,7338.376116,0,9025.95
2019-06-10T00:01:02,50.687884,-1.86506,315.0736632,7337.562097,0,9025.95
2019-06-10T00:01:03,50.68784,-1.865014,315.0354286,7336.750536,0,9062.05
2019-06-10T00:01:04,50.687796,-1.864967,314.9971428,7335.941431,0,9071.11
2019-06-10T00:01:05,50.687751,-1.86492,314.9588059,7335.134782,1,9089.25
2019-06-10T00:01:06,50.687707,-1.864873,314.9204177,7334.330592,1,9116.52
2019-06-10T00:01:07,50.687662,-1.864827,314.8819782,7333.52886,1,9125.64
2019-06-10T00:01:08,50.687618,-1.86478,314.8434873,7332.729587,1,9089.14
2019-06-10T00:01:09,50.687573,-1.864733,314.8049449,7331.932775,1,9125.49
2019-06-10T00:01:10,50.687529,-1.864687,314.7663511,7331.138424,2,9116.37
2019-06-10T00:01:11,50.687484,-1.86464,314.7277055,7330.346536,3,9152.83
2019-06-10T00:01:12,50.68744,-1.864593,314.6890083,7329.557109,0,9161.98
2019-06-10T00:01:13,50.687395,-1.864546,314.6502594,7328.770146,0,9134.5
2019-06-10T00:01:14,50.687351,-1.8645,314.6114586,7327.985647,0,9107.1
2019-06-10T00:01:15,50.687307,-1.864453,314.5726059,7327.203613,0,9079.77
2019-06-10T00:01:16,50.687262,-1.864406,314.5337012,7326.424047,0,9034.38
2019-06-10T00:01:17,50.687218,-1.864359,314.4947445,7325.646946,1,9016.31
2019-06-10T00:01:18,50.687173,-1.864313,314.4557356,7324.872311,2,8971.22
2019-06-10T00:01:19,50.687129,-1.864266,314.4166745,7324.100148,2,8926.37
2019-06-10T00:01:20,50.687084,-1.864219,314.3775612,7323.330451,3,8953.15
2019-06-10T00:01:21,50.68704,-1.864172,314.3383955,7322.563224,0,8988.96
2019-06-10T00:01:22,50.686995,-1.864126,314.2991774,7321.798468,1,9006.94
2019-06-10T00:01:23,50.686951,-1.864079,314.2599068,7321.036185,0,9015.95
2019-06-10T00:01:24,50.686907,-1.864032,314.2205836,7320.276372,0,8988.9
2019-06-10T00:01:25,50.686862,-1.863986,314.1812077,7319.519032,0,9015.86
2019-06-10T00:01:26,50.686818,-1.863939,314.1417792,7318.764167,1,9024.88
2019-06-10T00:01:27,50.686773,-1.863892,314.1022978,7318.011775,0,8988.78
2019-06-10T00:01:28,50.686729,-1.863845,314.0627636,7317.261858,1,8988.78
2019-06-10T00:01:29,50.686684,-1.863799,314.0231765,7316.514419,2,9006.76
2019-06-10T00:01:30,50.68664,-1.863752,313.9835363,7315.769454,1,8961.72
2019-06-10T00:01:31,50.686595,-1.863705,313.9438431,7315.026969,1,8934.84
2019-06-10T00:01:32,50.686551,-1.863658,313.9040966,7314.286961,0,8899.1
2019-06-10T00:01:33,50.686507,-1.863612,313.864297,7313.549432,0,8934.7
2019-06-10T00:01:34,50.686462,-1.863565,313.824444,7312.814383,0,8961.5
2019-06-10T00:01:35,50.686418,-1.863518,313.7845377,7312.081814,0,8988.38
2019-06-10T00:01:36,50.686373,-1.863471,313.7445779,7311.351726,0,8979.4
2019-06-10T00:01:37,50.686329,-1.863425,313.7045646,7310.624121,1,8988.38
2019-06-10T00:01:38,50.686284,-1.863378,313.6644976,7309.898998,0,8997.36
2019-06-10T00:01:39,50.68624,-1.863331,313.624377,7309.176358,0,8997.36
2019-06-10T00:01:40,50.686195,-1.863284,313.5842026,7308.456202,1,8979.37
2019-06-10T00:01:41,50.686151,-1.863238,313.5439745,7307.738533,0,8961.41
2019-06-10T00:01:42,50.686107,-1.863191,313.5036924,7307.023349,0,8952.45
2019-06-10T00:01:43,50.686062,-1.863144,313.4633563,7306.31065,0,8970.35
2019-06-10T00:01:44,50.686018,-1.863098,313.4229662,7305.600439,1,8997.27
2019-06-10T00:01:45,50.685973,-1.863051,313.3825219,7304.892714,2,8970.27
2019-06-10T00:01:46,50.685929,-1.863004,313.3420235,7304.18748,2,8943.36
2019-06-10T00:01:47,50.685884,-1.862957,313.3014708,7303.484734,0,8961.25
2019-06-10T00:01:48,50.68584,-1.862911,313.2608638,7302.784479,0,8988.13
2019-06-10T00:01:49,50.685795,-1.862864,313.2202023,7302.086714,0,8970.16
2019-06-10T00:01:50,50.685751,-1.862817,313.1794863,7301.391441,1,8970.16
2019-06-10T00:01:51,50.685707,-1.86277,313.1387158,7300.698659,0,9006.04
2019-06-10T00:01:52,50.685662,-1.862724,313.0978907,7300.008371,0,8961.01
2019-06-10T00:01:53,50.685618,-1.862677,313.0570108,7299.320575,1,8969.97
2019-06-10T00:01:54,50.685573,-1.86263,313.0160761,7298.635275,1,8978.94
2019-06-10T00:01:55,50.685529,-1.862583,312.9750866,7297.95247,1,8943.02
2019-06-10T00:01:56,50.685484,-1.862537,312.9340422,7297.272159,1,8916.19
2019-06-10T00:01:57,50.68544,-1.86249,312.8929427,7296.594345,1,8880.53
2019-06-10T00:01:58,50.685395,-1.862443,312.8517882,7295.919029,0,8836.13
2019-06-10T00:01:59,50.685351,-1.862397,312.8105785,7295.24621,0,8871.47
2019-06-10T00:02:00,50.685307,-1.86235,312.7693136,7294.575889,1,8880.34
2019-06-10T00:02:01,50.685262,-1.862303,312.7279933,7293.908069,1,8862.58
2019-06-10T00:02:02,50.685218,-1.862256,312.6866177,7293.242746,0,8818.27
2019-06-10T00:02:03,50.685173,-1.86221,312.6451867,7292.579926,0,8827.09
2019-06-10T00:02:04,50.685129,-1.862163,312.6037001,7291.919607,1,8818.26
2019-06-10T00:02:05,50.685084,-1.862116,312.5621579,7291.261788,2,8853.53
2019-06-10T00:02:06,50.68504,-1.862069,312.5205601,7290.606473,0,8835.83
2019-06-10T00:02:07,50.684995,-1.862023,312.4789065,7289.953661,0,8871.17
2019-06-10T00:02:08,50.684951,-1.861976,312.4371971,7289.303352,1,8871.17
2019-06-10T00:02:09,50.684907,-1.861929,312.3954318,7288.655548,2,8897.78
2019-06-10T00:02:10,50.684862,-1.861882,312.3536105,7288.01025,0,8924.48
2019-06-10T00:02:11,50.684818,-1.861836,312.3117332,7287.367457,0,8960.17
2019-06-10T00:02:12,50.684773,-1.861789,312.2697998,7286.727171,0,8915.37
2019-06-10T00:02:13,50.684729,-1.861742,312.2278102,7286.089393,0,8951.03
2019-06-10T00:02:14,50.684684,-1.861695,312.1857643,7285.454121,0,8906.28
2019-06-10T00:02:15,50.68464,-1.861649,312.1436621,7284.821359,0,8897.37
2019-06-10T00:02:16,50.684595,-1.861602,312.1015035,7284.191105,0,8888.48
2019-06-10T00:02:17,50.684551,-1.861555,312.0592884,7283.563362,1,8879.59
2019-06-10T00:02:18,50.684507,-1.861509,312.0170168,7282.938129,1,8906.23
2019-06-10T00:02:19,50.684462,-1.861462,311.9746885,7282.315407,0,8915.13
2019-06-10T00:02:20,50.684418,-1.861415,311.9323035,7281.695198,1,8870.56
2019-06-10T00:02:21,50.684373,-1.861368,311.8898618,7281.0775,0,8906.04
2019-06-10T00:02:22,50.684329,-1.861322,311.8473632,7280.462316,1,8932.76
2019-06-10T00:02:23,50.684284,-1.861275,311.8048077,7279.849644,1,8905.96
2019-06-10T00:02:24,50.68424,-1.861228,311.7621952,7279.239488,2,8914.86
2019-06-10T00:02:25,50.684195,-1.861181,311.7195257,7278.631847,1,8888.12
2019-06-10T00:02:26,50.684151,-1.861135,311.676799,7278.026721,2,8879.23
2019-06-10T00:02:27,50.684107,-1.861088,311.6340151,7277.424111,1,8905.87
2019-06-10T00:02:28,50.684062,-1.861041,311.5911739,7276.824018,2,8923.68
2019-06-10T00:02:29,50.684018,-1.860994,311.5482754,7276.226443,1,8879.06
2019-06-10T00:02:30,50.683973,-1.860948,311.5053194,7275.631386,1,8887.94
2019-06-10T00:02:31,50.683929,-1.860901,311.4623059,7275.038847,0,8887.94
2019-06-10T00:02:32,50.683884,-1.860854,311.4192348,7274.448828,0,8887.94
2019-06-10T00:02:33,50.68384,-1.860808,311.3761061,7273.861329,1,8896.83
2019-06-10T00:02:34,50.683795,-1.860761,311.3329197,7273.276351,1,8879.04
2019-06-10T00:02:35,50.683751,-1.860714,311.2896755,7272.693893,2,8879.04
2019-06-10T00:02:36,50.683707,-1.860667,311.2463734,7272.113957,3,8852.4
2019-06-10T00:02:37,50.683662,-1.860621,311.2030134,7271.536543,1,8861.25
2019-06-10T00:02:38,50.683618,-1.860574,311.1595954,7270.961653,1,8825.81
2019-06-10T00:02:39,50.683573,-1.860527,311.1161193,7270.389286,1,8834.63
2019-06-10T00:02:40,50.683529,-1.86048,311.072585,7269.819444,1,8861.14
2019-06-10T00:02:41,50.683484,-1.860434,311.0289925,7269.252125,2,8861.14
2019-06-10T00:02:42,50.68344,-1.860387,310.9853417,7268.687333,2,8825.69
2019-06-10T00:02:43,50.683395,-1.86034,310.9416326,7268.125067,1,8799.21
2019-06-10T00:02:44,50.683351,-1.860293,310.897865,7267.565327,2,8808.01
2019-06-10T00:02:45,50.683307,-1.860247,310.8540389,7267.008113,0,8790.4
2019-06-10T00:02:46,50.683262,-1.8602,310.8101542,7266.453427,0,8807.98
2019-06-10T00:02:47,50.683218,-1.860153,310.7662108,7265.901272,1,8834.4
2019-06-10T00:02:48,50.683173,-1.860106,310.7222087,7265.351643,0,8852.07
2019-06-10T00:02:49,50.683129,-1.86006,310.6781478,7264.804544,0,8887.48
2019-06-10T00:02:50,50.683084,-1.860013,310.634028,7264.259975,1,8923.03
2019-06-10T00:02:51,50.68304,-1.859966,310.5898493,7263.717937,1,8896.26
2019-06-10T00:02:52,50.682995,-1.85992,310.5456116,7263.17843,0,8887.36
2019-06-10T00:02:53,50.682951,-1.859873,310.5013147,7262.641455,0,8922.91
2019-06-10T00:02:54,50.682907,-1.859826,310.4569588,7262.107012,0,8922.91
2019-06-10T00:02:55,50.682862,-1.859779,310.4125435,7261.575102,1,8949.68
2019-06-10T00:02:56,50.682818,-1.859733,310.368069,7261.045725,0,8967.58
2019-06-10T00:02:57,50.682773,-1.859686,310.3235351,7260.518882,1,8922.74
2019-06-10T00:02:58,50.682729,-1.859639,310.2789418,7259.994574,1,8958.43
2019-06-10T00:02:59,50.682684,-1.859592,310.2342889,7259.472801,0,8958.43
2019-06-10T00:03:00,50.68264,-1.859546,310.1895765,7258.953563,0,8931.56
2019-06-10T00:03:01,50.682595,-1.859499,310.1448044,7258.436861,0,8931.56
2019-06-10T00:03:02,50.682551,-1.859452,310.0999726,7257.922696,0,8922.63
2019-06-10T00:03:03,50.682507,-1.859405,310.0550809,7257.411068,1,8913.7
2019-06-10T00:03:04,50.682462,-1.859359,310.0101294,7256.901979,1,8886.96
2019-06-10T00:03:05,50.682418,-1.859312,309.965118,7256.395426,0,8922.51
2019-06-10T00:03:06,50.682373,-1.859265,309.9200466,7255.891413,1,8940.36
2019-06-10T00:03:07,50.682329,-1.859219,309.874915,7255.389939,0,8922.48
2019-06-10T00:03:08,50.682284,-1.859172,309.8297234,7254.891006,1,8949.24
2019-06-10T00:03:09,50.68224,-1.859125,309.7844715,7254.394613,0,8958.19
2019-06-10T00:03:10,50.682195,-1.859078,309.7391593,7253.90076,1,8958.19
2019-06-10T00:03:11,50.682151,-1.859032,309.6937867,7253.409449,1,8922.36
2019-06-10T00:03:12,50.682107,-1.858985,309.6483538,7252.92068,1,8922.36
2019-06-10T00:03:13,50.682062,-1.858938,309.6028603,7252.434453,0,8958.05
2019-06-10T00:03:14,50.682018,-1.858891,309.5573062,7251.95077,0,8922.22
2019-06-10T00:03:15,50.681973,-1.858845,309.5116915,7251.46963,1,8940.06
2019-06-10T00:03:16,50.681929,-1.858798,309.4660162,7250.991035,2,8966.88
2019-06-10T00:03:17,50.681884,-1.858751,309.42028,7250.514982,1,8922.05
2019-06-10T00:03:18,50.68184,-1.858704,309.374483,7250.041476,0,8939.89
2019-06-10T00:03:19,50.681795,-1.858658,309.328625,7249.570515,0,8939.89
2019-06-10T00:03:20,50.681751,-1.858611,309.2827061,7249.102099,0,8948.83
2019-06-10T00:03:21,50.681706,-1.858564,309.2367261,7248.636231,1,8930.93
2019-06-10T00:03:22,50.681662,-1.858517,309.190685,7248.172909,1,8948.8
2019-06-10T00:03:23,50.681618,-1.858471,309.1445828,7247.712135,0,8930.9
2019-06-10T00:03:24,50.681573,-1.858424,309.0984192,7247.253908,1,8886.24
2019-06-10T00:03:25,50.681529,-1.858377,309.0521944,7246.798231,2,8912.9
2019-06-10T00:03:26,50.681484,-1.858331,309.0059081,7246.345102,3,8886.16
2019-06-10T00:03:27,50.68144,-1.858284,308.9595604,7245.894523,2,8868.39
2019-06-10T00:03:28,50.681395,-1.858237,308.9131511,7245.446494,3,8841.79
2019-06-10T00:03:29,50.681351,-1.85819,308.8666802,7245.001013,3,8868.31
2019-06-10T00:03:30,50.681306,-1.858144,308.8201477,7244.558085,4,8886.05
2019-06-10T00:03:31,50.681262,-1.858097,308.7735534,7244.117707,3,8877.16
2019-06-10T00:03:32,50.681218,-1.85805,308.7268974,7243.679883,1,8903.79
2019-06-10T00:03:33,50.681173,-1.858003,308.6801794,7243.24461,0,8859.27
2019-06-10T00:03:34,50.681129,-1.857957,308.6333996,7242.811889,1,8832.7
2019-06-10T00:03:35,50.681084,-1.85791,308.5865577,7242.381721,1,8832.7
2019-06-10T00:03:36,50.68104,-1.857863,308.5396537,7241.954108,2,8823.86
2019-06-10T00:03:37,50.680995,-1.857816,308.4926877,7241.529048,1,8779.74
2019-06-10T00:03:38,50.680951,-1.85777,308.4456594,7241.106542,0,8735.85
2019-06-10T00:03:39,50.680906,-1.857723,308.3985688,7240.686593,0,8709.64
2019-06-10T00:03:40,50.680862,-1.857676,308.3514159,7240.269197,1,8666.09
2019-06-10T00:03:41,50.680818,-1.85763,308.3042006,7239.854359,2,8674.76
2019-06-10T00:03:42,50.680773,-1.857583,308.2569228,7239.442076,2,8692.11
2019-06-10T00:03:43,50.680729,-1.857536,308.2095825,7239.03235,0,8648.65
2019-06-10T00:03:44,50.680684,-1.857489,308.1621796,7238.625181,1,8665.94
2019-06-10T00:03:45,50.68064,-1.857443,308.1147141,7238.220569,2,8622.61
2019-06-10T00:03:46,50.680595,-1.857396,308.0671858,7237.818516,1,8657.1
2019-06-10T00:03:47,50.680551,-1.857349,308.0195947,7237.419021,0,8691.73
2019-06-10T00:03:48,50.680506,-1.857302,307.9719407,7237.022085,0,8691.73
2019-06-10T00:03:49,50.680462,-1.857256,307.9242238,7236.627708,1,8665.66
2019-06-10T00:03:50,50.680418,-1.857209,307.8764439,7236.235891,0,8656.99
2019-06-10T00:03:51,50.680373,-1.857162,307.828601,7235.846633,1,8631.02
2019-06-10T00:03:52,50.680329,-1.857115,307.7806949,7235.459937,0,8605.13
2019-06-10T00:03:53,50.680284,-1.857069,307.7327257,7235.075802,1,8605.13
2019-06-10T00:03:54,50.68024,-1.857022,307.6846932,7234.694227,0,8622.34
2019-06-10T00:03:55,50.680195,-1.856975,307.6365973,7234.315214,1,8656.83
2019-06-10T00:03:56,50.680151,-1.856928,307.5884382,7233.938765,2,8674.14
2019-06-10T00:03:57,50.680106,-1.856882,307.5402155,7233.564877,3,8691.49
2019-06-10T00:03:58,50.680062,-1.856835,307.4919294,7233.193553,3,8717.56
2019-06-10T00:03:59,50.680018,-1.856788,307.4435797,7232.82479,2,8752.43
2019-06-10T00:04:00,50.679973,-1.856742,307.3951663,7232.458593,2,8761.19
2019-06-10T00:04:01,50.679929,-1.856695,307.3466893,7232.094959,2,8778.71
2019-06-10T00:04:02,50.679884,-1.856648,307.2981485,7231.733889,2,8787.49
2019-06-10T00:04:03,50.67984,-1.856601,307.2495439,7231.375386,1,8761.12
2019-06-10T00:04:04,50.679795,-1.856555,307.2008754,7231.019447,0,8787.41
2019-06-10T00:04:05,50.679751,-1.856508,307.152143,7230.666074,0,8778.62
2019-06-10T00:04:06,50.679706,-1.856461,307.1033465,7230.315266,1,8796.18
2019-06-10T00:04:07,50.679662,-1.856414,307.054486,7229.967025,0,8787.38
2019-06-10T00:04:08,50.679618,-1.856368,307.0055614,7229.621351,1,8787.38
2019-06-10T00:04:09,50.679573,-1.856321,306.9565725,7229.278244,0,8787.38
2019-06-10T00:04:10,50.679529,-1.856274,306.9075194,7228.937705,0,8769.81
2019-06-10T00:04:11,50.679484,-1.856227,306.858402,7228.599733,1,8787.35
2019-06-10T00:04:12,50.67944,-1.856181,306.8092203,7228.26433,2,8813.71
2019-06-10T00:04:13,50.679395,-1.856134,306.759974,7227.931496,2,8787.27
2019-06-10T00:04:14,50.679351,-1.856087,306.7106633,7227.601229,2,8787.27
2019-06-10T00:04:15,50.679306,-1.856041,306.6612881,7227.273532,1,8752.12
2019-06-10T00:04:16,50.679262,-1.855994,306.6118482,7226.948406,1,8725.86
2019-06-10T00:04:17,50.679218,-1.855947,306.5623436,7226.625849,1,8743.31
2019-06-10T00:04:18,50.679173,-1.8559,306.5127743,7226.305863,0,8778.29
2019-06-10T00:04:19,50.679129,-1.855854,306.4631402,7225.988447,0,8769.51
2019-06-10T00:04:20,50.679084,-1.855807,306.4134413,7225.673602,0,8804.59
2019-06-10T00:04:21,50.67904,-1.85576,306.3636774,7225.361329,0,8813.39
2019-06-10T00:04:22,50.678995,-1.855713,306.3138486,7225.051627,1,8769.32
2019-06-10T00:04:23,50.678951,-1.855667,306.2639548,7224.744497,0,8743.02
2019-06-10T00:04:24,50.678906,-1.85562,306.2139958,7224.43994,0,8716.79
2019-06-10T00:04:25,50.678862,-1.855573,306.1639717,7224.137955,0,8699.35
2019-06-10T00:04:26,50.678818,-1.855526,306.1138824,7223.838544,0,8716.75
2019-06-10T00:04:27,50.678773,-1.85548,306.0637278,7223.541706,0,8690.6
2019-06-10T00:04:28,50.678729,-1.855433,306.013508,7223.247442,1,8725.36
2019-06-10T00:04:29,50.678684,-1.855386,305.9632227,7222.95575,2,8699.19
2019-06-10T00:04:30,50.67864,-1.855339,305.912872,7222.666634,2,8690.49
2019-06-10T00:04:31,50.678595,-1.855293,305.8624558,7222.380093,1,8664.42
2019-06-10T00:04:32,50.678551,-1.855246,305.8119741,7222.096124,1,8647.09
2019-06-10T00:04:33,50.678506,-1.855199,305.7614268,7221.814733,0,8603.85
2019-06-10T00:04:34,50.678462,-1.855153,305.7108138,7221.535917,0,8612.46
2019-06-10T00:04:35,50.678418,-1.855106,305.6601351,7221.259677,0,8612.46
2019-06-10T00:04:36,50.678373,-1.855059,305.6093906,7220.986012,1,8629.68
2019-06-10T00:04:37,50.678329,-1.855012,305.5585803,7220.714923,1,8595.16
2019-06-10T00:04:38,50.678284,-1.854966,305.5077041,7220.446413,0,8629.54
2019-06-10T00:04:39,50.67824,-1.854919,305.456762,7220.180478,1,8586.4
2019-06-10T00:04:40,50.678195,-1.854872,305.4057539,7219.917122,1,8612.16
2019-06-10T00:04:41,50.678151,-1.854825,305.3546797,7219.656341,1,8569.09
2019-06-10T00:04:42,50.678106,-1.854779,305.3035394,7219.39814,0,8560.53
2019-06-10T00:04:43,50.678062,-1.854732,305.252333,7219.142516,0,8551.96
2019-06-10T00:04:44,50.678018,-1.854685,305.2010604,7218.889471,0,8569.07
2019-06-10T00:04:45,50.677973,-1.854638,305.1497216,7218.639005,1,8526.22
2019-06-10T00:04:46,50.677929,-1.854592,305.0983164,7218.391117,2,8551.8
2019-06-10T00:04:47,50.677884,-1.854545,305.0468448,7218.145807,2,8577.46
2019-06-10T00:04:48,50.67784,-1.854498,304.9953069,7217.903078,2,8568.88
2019-06-10T00:04:49,50.677795,-1.854452,304.9437025,7217.662929,0,8543.17
2019-06-10T00:04:50,50.677751,-1.854405,304.8920315,7217.42536,0,8568.8
2019-06-10T00:04:51,50.677706,-1.854358,304.840294,7217.19037,0,8603.08
2019-06-10T00:04:52,50.677662,-1.854311,304.7884899,7216.957961,0,8603.08
2019-06-10T00:04:53,50.677618,-1.854265,304.736619,7216.728132,0,8637.49
2019-06-10T00:04:54,50.677573,-1.854218,304.6846815,7216.500884,1,8611.58
2019-06-10T00:04:55,50.677529,-1.854171,304.6326772,7216.276219,1,8594.35
2019-06-10T00:04:56,50.677484,-1.854124,304.5806061,7216.054135,2,8551.38
2019-06-10T00:04:57,50.67744,-1.854078,304.528468,7215.834631,0,8577.04
2019-06-10T00:04:58,50.677395,-1.854031,304.4762631,7215.617711,1,8542.73
2019-06-10T00:04:59,50.677351,-1.853984,304.4239912,7215.403371,1,8542.73
2019-06-10T00:05:00,50.677306,-1.853937,304.3716523,7215.191615,0,8534.19
2019-06-10T00:05:01,50.677262,-1.853891,304.3192463,7214.982441,0,8491.52
2019-06-10T00:05:02,50.677218,-1.853844,304.2667732,7214.775849,0,8466.04
2019-06-10T00:05:03,50.677173,-1.853797,304.2142329,7214.571841,0,8432.18
2019-06-10T00:05:04,50.677129,-1.85375,304.1616254,7214.370418,1,8465.91
2019-06-10T00:05:05,50.677084,-1.853704,304.1089506,7214.171576,1,8474.37
2019-06-10T00:05:06,50.67704,-1.853657,304.0562086,7213.975318,2,8457.42
2019-06-10T00:05:07,50.676995,-1.85361,304.0033991,7213.781644,1,8448.97
2019-06-10T00:05:08,50.676951,-1.853564,303.9505223,7213.590554,1,8432.07
2019-06-10T00:05:09,50.676906,-1.853517,303.897578,7213.402049,2,8465.8
2019-06-10T00:05:10,50.676862,-1.85347,303.8445663,7213.216128,2,8448.86
2019-06-10T00:05:11,50.676818,-1.853423,303.791487,7213.032791,2,8457.31
2019-06-10T00:05:12,50.676773,-1.853377,303.7383401,7212.852041,0,8431.94
2019-06-10T00:05:13,50.676729,-1.85333,303.6851256,7212.673874,1,8431.94
2019-06-10T00:05:14,50.676684,-1.853283,303.6318434,7212.498295,0,8440.37
2019-06-10T00:05:15,50.67664,-1.853236,303.5784935,7212.325299,1,8440.37
2019-06-10T00:05:16,50.676595,-1.85319,303.5250758,7212.154889,0,8431.93
2019-06-10T00:05:17,50.676551,-1.853143,303.4715903,7211.987066,1,8389.77
2019-06-10T00:05:18,50.676506,-1.853096,303.418037,7211.821829,1,8414.94
2019-06-10T00:05:19,50.676462,-1.853049,303.3644158,7211.659177,2,8414.94
2019-06-10T00:05:20,50.676418,-1.853003,303.3107267,7211.499111,1,8448.6
2019-06-10T00:05:21,50.676373,-1.852956,303.2569696,7211.341633,0,8465.5
2019-06-10T00:05:22,50.676329,-1.852909,303.2031445,7211.186742,0,8448.57
2019-06-10T00:05:23,50.676284,-1.852863,303.1492513,7211.034437,0,8473.91
2019-06-10T00:05:24,50.67624,-1.852816,303.09529,7210.884719,0,8499.34
